"","grp","subj","sent","seg","item","acc","rt","segtype","contr"
"883","EC",24024,"SO","c",17,1,"2441","other","SOSS"
"884","EC",24024,"SO","d",17,1,"1585","other","SOSS"
"885","EC",24024,"SO","c",18,1,"517","other","SOSS"
"886","EC",24024,"SO","d",18,1,"862","other","SOSS"
"887","EC",24024,"SO","c",19,1,"1676","other","SOSS"
"888","EC",24024,"SO","d",19,1,"1549","other","SOSS"
"889","EC",24024,"SO","c",20,1,"605","other","SOSS"
"890","EC",24024,"SS","c",11,1,"615","other","SOSS"
"891","EC",24024,"SS","d",11,1,"859","other","SOSS"
"892","EC",24024,"SS","c",12,1,"1725","other","SOSS"
"893","EC",24024,"SS","d",12,1,"337","other","SOSS"
"894","EC",24024,"SS","c",13,1,"1696","other","SOSS"
"895","EC",24024,"SS","d",13,1,"556","other","SOSS"
"896","EC",24024,"SS","c",14,1,"295","other","SOSS"
"897","EC",24024,"SS","d",14,1,"1157","other","SOSS"
"898","EC",24024,"SS","c",15,1,"1203","other","SOSS"
"899","EC",24024,"SS","d",15,1,"770","other","SOSS"
"900","EC",24024,"SS","c",16,1,"243","other","SOSS"
"901","EC",24024,"SS","d",16,1,"1041","other","SOSS"
"902","EC",24024,"SS","c",18,1,"2515","other","SOSS"
"903","EC",24024,"SS","d",18,1,"1317","other","SOSS"
"904","EC",24024,"SS","c",19,1,"662","other","SOSS"
"905","EC",24024,"SS","d",19,1,"756","other","SOSS"
"906","EC",24024,"SS","c",20,1,"575","other","SOSS"
"907","EC",24024,"SS","d",20,1,"1107","other","SOSS"
"908","EC",24025,"SO","c",11,1,"1302","other","SOSS"
"909","EC",24025,"SO","d",11,1,"637","other","SOSS"
"910","EC",24025,"SO","c",12,1,"406","other","SOSS"
"911","EC",24025,"SO","d",12,1,"179","other","SOSS"
"912","EC",24025,"SO","c",13,1,"1044","other","SOSS"
"913","EC",24025,"SO","d",13,1,"1164","other","SOSS"
"914","EC",24025,"SO","c",14,1,"444","other","SOSS"
"915","EC",24025,"SO","d",14,1,"590","other","SOSS"
"916","EC",24025,"SO","c",15,1,"1483","other","SOSS"
"917","EC",24025,"SO","d",15,1,"1086","other","SOSS"
"918","EC",24025,"SO","c",16,1,"343","other","SOSS"
"919","EC",24025,"SO","d",16,1,"569","other","SOSS"
"920","EC",24025,"SO","c",17,1,"1593","other","SOSS"
"921","EC",24025,"SO","d",17,1,"1153","other","SOSS"
"922","EC",24025,"SO","c",18,1,"165","other","SOSS"
"923","EC",24025,"SO","d",18,1,"399","other","SOSS"
"924","EC",24025,"SO","c",19,1,"1189","other","SOSS"
"925","EC",24025,"SO","d",19,1,"685","other","SOSS"
"926","EC",24025,"SO","c",20,1,"309","other","SOSS"
"927","EC",24025,"SO","d",20,1,"452","other","SOSS"
"928","EC",24025,"SS","c",11,1,"767","other","SOSS"
"929","EC",24025,"SS","d",11,1,"1323","other","SOSS"
"930","EC",24025,"SS","c",12,1,"173","other","SOSS"
"931","EC",24025,"SS","d",12,1,"721","other","SOSS"
"932","EC",24025,"SS","c",13,1,"865","other","SOSS"
"933","EC",24025,"SS","d",13,1,"1099","other","SOSS"
"934","EC",24025,"SS","c",14,1,"752","other","SOSS"
"935","EC",24025,"SS","d",14,1,"372","other","SOSS"
"936","EC",24025,"SS","c",16,1,"115","other","SOSS"
"937","EC",24025,"SS","d",16,1,"161","other","SOSS"
"938","EC",24025,"SS","c",17,1,"1489","other","SOSS"
"939","EC",24025,"SS","d",17,1,"1137","other","SOSS"
"940","EC",24025,"SS","c",18,1,"187","other","SOSS"
"941","EC",24025,"SS","d",18,1,"292","other","SOSS"
"942","EC",24025,"SS","c",19,1,"686","other","SOSS"
"943","EC",24025,"SS","d",19,1,"573","other","SOSS"
"944","EC",24025,"SS","c",20,1,"199","other","SOSS"
"945","EC",24025,"SS","d",20,1,"548","other","SOSS"
"946","EC",24026,"SO","c",11,1,"1438","other","SOSS"
"947","EC",24026,"SO","d",11,1,"1598","other","SOSS"
"948","EC",24026,"SO","c",12,1,"668","other","SOSS"
"949","EC",24026,"SO","d",12,1,"851","other","SOSS"
"950","EC",24026,"SO","c",13,1,"1237","other","SOSS"
"951","EC",24026,"SO","d",13,1,"1460","other","SOSS"
"952","EC",24026,"SO","c",14,1,"445","other","SOSS"
"953","EC",24026,"SO","d",14,1,"669","other","SOSS"
"954","EC",24026,"SO","c",15,0,"1475","other","SOSS"
"955","EC",24026,"SO","d",15,0,"863","other","SOSS"
"956","EC",24026,"SO","c",16,0,"1142","other","SOSS"
"957","EC",24026,"SO","d",16,0,"920","other","SOSS"
"958","EC",24026,"SO","c",17,1,"1320","other","SOSS"
"959","EC",24026,"SO","d",17,1,"1425","other","SOSS"
"960","EC",24026,"SO","c",18,1,"2252","other","SOSS"
"961","EC",24026,"SO","d",18,1,"1270","other","SOSS"
"962","EC",24026,"SO","c",19,1,"1228","other","SOSS"
"963","EC",24026,"SO","d",19,1,"1317","other","SOSS"
"964","EC",24026,"SO","c",20,1,"589","other","SOSS"
"965","EC",24026,"SO","d",20,1,"475","other","SOSS"
"966","EC",24026,"SS","c",11,1,"1031","other","SOSS"
"967","EC",24026,"SS","d",11,1,"986","other","SOSS"
"968","EC",24026,"SS","c",12,1,"341","other","SOSS"
"969","EC",24026,"SS","d",12,1,"864","other","SOSS"
"970","EC",24026,"SS","c",13,1,"2233","other","SOSS"
"971","EC",24026,"SS","d",13,1,"915","other","SOSS"
"972","EC",24026,"SS","c",14,1,"510","other","SOSS"
"973","EC",24026,"SS","d",14,1,"836","other","SOSS"
"974","EC",24026,"SS","c",15,1,"1011","other","SOSS"
"975","EC",24026,"SS","d",15,1,"1259","other","SOSS"
"976","EC",24026,"SS","c",16,1,"362","other","SOSS"
"977","EC",24026,"SS","d",16,1,"521","other","SOSS"
"978","EC",24026,"SS","c",17,1,"888","other","SOSS"
"979","EC",24026,"SS","d",17,1,"1400","other","SOSS"
"980","EC",24026,"SS","c",18,0,"418","other","SOSS"
"981","EC",24026,"SS","d",18,0,"1556","other","SOSS"
"982","EC",24026,"SS","c",19,1,"2654","other","SOSS"
"983","EC",24026,"SS","d",19,1,"1789","other","SOSS"
"984","EC",24026,"SS","c",20,1,"374","other","SOSS"
"985","EC",24026,"SS","d",20,1,"850","other","SOSS"
"986","EC",24027,"SO","c",11,1,"519","other","SOSS"
"987","EC",24027,"SO","d",11,1,"174","other","SOSS"
"988","EC",24027,"SO","c",12,1,"405","other","SOSS"
"989","EC",24027,"SO","d",12,1,"314","other","SOSS"
"990","EC",24027,"SO","c",13,1,"381","other","SOSS"
"991","EC",24027,"SO","d",13,1,"429","other","SOSS"
"992","EC",24027,"SO","c",14,1,"268","other","SOSS"
"993","EC",24027,"SO","d",14,1,"309","other","SOSS"
"994","EC",24027,"SO","c",15,1,"435","other","SOSS"
"995","EC",24027,"SO","d",15,1,"391","other","SOSS"
"996","EC",24027,"SO","c",16,1,"238","other","SOSS"
"997","EC",24027,"SO","d",16,1,"328","other","SOSS"
"998","EC",24027,"SO","c",17,1,"409","other","SOSS"
"999","EC",24027,"SO","d",17,1,"442","other","SOSS"
"1000","EC",24027,"SO","c",18,1,"125","other","SOSS"
"1001","EC",24027,"SO","d",18,1,"503","other","SOSS"
"1002","EC",24027,"SO","c",19,1,"437","other","SOSS"
"1003","EC",24027,"SO","d",19,1,"413","other","SOSS"
"1004","EC",24027,"SO","c",20,1,"349","other","SOSS"
"1005","EC",24027,"SO","d",20,1,"275","other","SOSS"
"1006","EC",24027,"SS","c",11,1,"191","other","SOSS"
"1007","EC",24027,"SS","d",11,1,"371","other","SOSS"
"1008","EC",24027,"SS","c",12,1,"149","other","SOSS"
"1009","EC",24027,"SS","d",12,1,"288","other","SOSS"
"1010","EC",24027,"SS","c",13,1,"368","other","SOSS"
"1011","EC",24027,"SS","d",13,1,"212","other","SOSS"
"1012","EC",24027,"SS","c",14,1,"303","other","SOSS"
"1013","EC",24027,"SS","d",14,1,"181","other","SOSS"
"1014","EC",24027,"SS","c",15,1,"298","other","SOSS"
"1015","EC",24027,"SS","d",15,1,"188","other","SOSS"
"1016","EC",24027,"SS","c",17,1,"321","other","SOSS"
"1017","EC",24027,"SS","d",17,1,"432","other","SOSS"
"1018","EC",24027,"SS","c",19,1,"303","other","SOSS"
"1019","EC",24027,"SS","d",19,1,"381","other","SOSS"
"1020","EC",24027,"SS","c",20,1,"263","other","SOSS"
"1021","EC",24027,"SS","d",20,1,"195","other","SOSS"
"1022","EC",24028,"SO","c",11,1,"375","other","SOSS"
"1023","EC",24028,"SO","d",11,1,"237","other","SOSS"
"1024","EC",24028,"SO","c",12,1,"429","other","SOSS"
"1025","EC",24028,"SO","d",12,1,"1986","other","SOSS"
"1026","EC",24028,"SO","c",13,0,"261","other","SOSS"
"1027","EC",24028,"SO","d",13,0,"317","other","SOSS"
"1028","EC",24028,"SO","c",14,1,"317","other","SOSS"
"1029","EC",24028,"SO","d",14,1,"366","other","SOSS"
"1030","EC",24028,"SO","c",15,1,"379","other","SOSS"
"1031","EC",24028,"SO","d",15,1,"239","other","SOSS"
"1032","EC",24028,"SO","c",16,1,"319","other","SOSS"
"1033","EC",24028,"SO","d",16,1,"338","other","SOSS"
"1034","EC",24028,"SO","c",18,0,"445","other","SOSS"
"1035","EC",24028,"SO","d",18,0,"375","other","SOSS"
"1036","EC",24028,"SO","c",19,1,"237","other","SOSS"
"1037","EC",24028,"SO","d",19,1,"333","other","SOSS"
"1038","EC",24028,"SO","c",20,1,"381","other","SOSS"
"1039","EC",24028,"SO","d",20,1,"411","other","SOSS"
"1040","EC",24028,"SS","c",11,1,"151","other","SOSS"
"1041","EC",24028,"SS","d",11,1,"203","other","SOSS"
"1042","EC",24028,"SS","c",12,1,"221","other","SOSS"
"1043","EC",24028,"SS","d",12,1,"233","other","SOSS"
"1044","EC",24028,"SS","c",13,1,"257","other","SOSS"
"1045","EC",24028,"SS","d",13,1,"68","other","SOSS"
"1046","EC",24028,"SS","c",14,1,"328","other","SOSS"
"1047","EC",24028,"SS","d",14,1,"285","other","SOSS"
"1048","EC",24028,"SS","c",15,1,"227","other","SOSS"
"1049","EC",24028,"SS","d",15,1,"155","other","SOSS"
"1050","EC",24028,"SS","c",16,1,"243","other","SOSS"
"1051","EC",24028,"SS","d",16,1,"289","other","SOSS"
"1052","EC",24028,"SS","c",17,1,"217","other","SOSS"
"1053","EC",24028,"SS","d",17,1,"289","other","SOSS"
"1054","EC",24028,"SS","c",18,1,"290","other","SOSS"
"1055","EC",24028,"SS","d",18,1,"269","other","SOSS"
"1056","EC",24028,"SS","c",19,1,"231","other","SOSS"
"1057","EC",24028,"SS","d",19,1,"477","other","SOSS"
"1058","EC",24028,"SS","c",20,1,"199","other","SOSS"
"1059","EC",24028,"SS","d",20,1,"234","other","SOSS"
"1060","EC",24029,"SO","c",11,1,"1359","other","SOSS"
"1061","EC",24029,"SO","d",11,1,"2966","other","SOSS"
"1062","EC",24029,"SO","c",12,1,"341","other","SOSS"
"1063","EC",24029,"SO","d",12,1,"483","other","SOSS"
"1064","EC",24029,"SO","c",13,1,"909","other","SOSS"
"1065","EC",24029,"SO","d",13,1,"3661","other","SOSS"
"1066","EC",24029,"SO","c",14,1,"749","other","SOSS"
"1067","EC",24029,"SO","d",14,1,"1188","other","SOSS"
"1068","EC",24029,"SO","c",15,1,"2851","other","SOSS"
"1069","EC",24029,"SO","d",15,1,"1559","other","SOSS"
"1070","EC",24029,"SO","c",16,1,"559","other","SOSS"
"1071","EC",24029,"SO","d",16,1,"481","other","SOSS"
"1072","EC",24029,"SO","c",17,1,"1841","other","SOSS"
"1073","EC",24029,"SO","d",17,1,"1297","other","SOSS"
"1074","EC",24029,"SO","c",18,0,"565","other","SOSS"
"1075","EC",24029,"SO","d",18,0,"814","other","SOSS"
"1076","EC",24029,"SO","c",19,1,"1908","other","SOSS"
"1077","EC",24029,"SO","d",19,1,"3157","other","SOSS"
"1078","EC",24029,"SO","c",20,0,"924","other","SOSS"
"1079","EC",24029,"SO","d",20,0,"891","other","SOSS"
"1080","EC",24029,"SS","c",11,1,"1758","other","SOSS"
"1081","EC",24029,"SS","d",11,1,"1947","other","SOSS"
"1082","EC",24029,"SS","c",12,1,"117","other","SOSS"
"1083","EC",24029,"SS","d",12,1,"112","other","SOSS"
"1084","EC",24029,"SS","c",13,0,"1944","other","SOSS"
"1085","EC",24029,"SS","d",13,0,"1131","other","SOSS"
"1086","EC",24029,"SS","c",14,1,"479","other","SOSS"
"1087","EC",24029,"SS","d",14,1,"341","other","SOSS"
"1088","EC",24029,"SS","c",15,1,"1083","other","SOSS"
"1089","EC",24029,"SS","d",15,1,"1171","other","SOSS"
"1090","EC",24029,"SS","c",16,1,"451","other","SOSS"
"1091","EC",24029,"SS","d",16,1,"601","other","SOSS"
"1092","EC",24029,"SS","c",17,1,"2442","other","SOSS"
"1093","EC",24029,"SS","d",17,1,"944","other","SOSS"
"1094","EC",24029,"SS","c",18,0,"523","other","SOSS"
"1095","EC",24029,"SS","d",18,0,"612","other","SOSS"
"1096","EC",24029,"SS","c",19,1,"583","other","SOSS"
"1097","EC",24029,"SS","d",19,1,"1220","other","SOSS"
"1098","EC",24029,"SS","c",20,1,"247","other","SOSS"
"1099","EC",24029,"SS","d",20,1,"507","other","SOSS"
"1100","EC",24030,"SO","c",11,1,"86","other","SOSS"
"1101","EC",24030,"SO","d",11,1,"413","other","SOSS"
"1102","EC",24030,"SO","c",12,1,"133","other","SOSS"
"1103","EC",24030,"SO","d",12,1,"1603","other","SOSS"
"1104","EC",24030,"SO","c",13,1,"333","other","SOSS"
"1105","EC",24030,"SO","d",13,1,"1589","other","SOSS"
"1106","EC",24030,"SO","c",14,1,"325","other","SOSS"
"1107","EC",24030,"SO","d",14,1,"3445","other","SOSS"
"1108","EC",24030,"SO","c",15,0,"282","other","SOSS"
"1109","EC",24030,"SO","d",15,0,"367","other","SOSS"
"1110","EC",24030,"SO","c",16,1,"271","other","SOSS"
"1111","EC",24030,"SO","d",16,1,"1440","other","SOSS"
"1112","EC",24030,"SO","c",17,1,"273","other","SOSS"
"1113","EC",24030,"SO","d",17,1,"689","other","SOSS"
"1114","EC",24030,"SO","c",18,1,"197","other","SOSS"
"1115","EC",24030,"SO","d",18,1,"911","other","SOSS"
"1116","EC",24030,"SO","c",19,1,"492","other","SOSS"
"1117","EC",24030,"SO","d",19,1,"508","other","SOSS"
"1118","EC",24030,"SO","c",20,1,"125","other","SOSS"
"1119","EC",24030,"SO","d",20,1,"107","other","SOSS"
"1120","EC",24030,"SS","c",11,1,"679","other","SOSS"
"1121","EC",24030,"SS","d",11,1,"315","other","SOSS"
"1122","EC",24030,"SS","c",12,1,"772","other","SOSS"
"1123","EC",24030,"SS","d",12,1,"257","other","SOSS"
"1124","EC",24030,"SS","c",13,0,"490","other","SOSS"
"1125","EC",24030,"SS","d",13,0,"2964","other","SOSS"
"1126","EC",24030,"SS","c",14,1,"30","other","SOSS"
"1127","EC",24030,"SS","d",14,1,"76","other","SOSS"
"1128","EC",24030,"SS","c",16,1,"107","other","SOSS"
"1129","EC",24030,"SS","d",16,1,"265","other","SOSS"
"1130","EC",24030,"SS","c",17,1,"145","other","SOSS"
"1131","EC",24030,"SS","d",17,1,"137","other","SOSS"
"1132","EC",24030,"SS","c",18,0,"203","other","SOSS"
"1133","EC",24030,"SS","d",18,0,"189","other","SOSS"
"1134","EC",24030,"SS","c",19,1,"175","other","SOSS"
"1135","EC",24030,"SS","d",19,1,"533","other","SOSS"
"1136","EC",24030,"SS","c",20,1,"191","other","SOSS"
"1137","EC",24030,"SS","d",20,1,"106","other","SOSS"
"1138","EC",24031,"SO","c",11,1,"415","other","SOSS"
"1139","EC",24031,"SO","d",11,1,"645","other","SOSS"
"1140","EC",24031,"SO","c",12,1,"309","other","SOSS"
"1141","EC",24031,"SO","d",12,1,"451","other","SOSS"
"1142","EC",24031,"SO","c",13,1,"229","other","SOSS"
"1143","EC",24031,"SO","d",13,1,"700","other","SOSS"
"1144","EC",24031,"SO","c",14,1,"436","other","SOSS"
"1145","EC",24031,"SO","d",14,1,"501","other","SOSS"
"1146","EC",24031,"SO","c",15,1,"915","other","SOSS"
"1147","EC",24031,"SO","d",15,1,"959","other","SOSS"
"1148","EC",24031,"SO","c",16,1,"239","other","SOSS"
"1149","EC",24031,"SO","d",16,1,"521","other","SOSS"
"1150","EC",24031,"SO","c",17,1,"721","other","SOSS"
"1151","EC",24031,"SO","d",17,1,"737","other","SOSS"
"1152","EC",24031,"SO","c",18,1,"261","other","SOSS"
"1153","EC",24031,"SO","d",18,1,"1102","other","SOSS"
"1154","EC",24031,"SO","c",19,1,"726","other","SOSS"
"1155","EC",24031,"SO","d",19,1,"908","other","SOSS"
"1156","EC",24031,"SO","c",20,1,"413","other","SOSS"
"1157","EC",24031,"SO","d",20,1,"778","other","SOSS"
"1158","EC",24031,"SS","c",11,1,"511","other","SOSS"
"1159","EC",24031,"SS","d",11,1,"491","other","SOSS"
"1160","EC",24031,"SS","c",12,1,"292","other","SOSS"
"1161","EC",24031,"SS","d",12,1,"544","other","SOSS"
"1162","EC",24031,"SS","c",13,1,"496","other","SOSS"
"1163","EC",24031,"SS","d",13,1,"819","other","SOSS"
"1164","EC",24031,"SS","c",14,1,"223","other","SOSS"
"1165","EC",24031,"SS","d",14,1,"309","other","SOSS"
"1166","EC",24031,"SS","c",15,1,"475","other","SOSS"
"1167","EC",24031,"SS","d",15,1,"435","other","SOSS"
"1168","EC",24031,"SS","c",16,1,"490","other","SOSS"
"1169","EC",24031,"SS","d",16,1,"417","other","SOSS"
"1170","EC",24031,"SS","c",17,1,"537","other","SOSS"
"1171","EC",24031,"SS","d",17,1,"369","other","SOSS"
"1172","EC",24031,"SS","c",18,1,"378","other","SOSS"
"1173","EC",24031,"SS","d",18,1,"501","other","SOSS"
"1174","EC",24031,"SS","c",19,1,"542","other","SOSS"
"1175","EC",24031,"SS","d",19,1,"589","other","SOSS"
"1176","EC",24031,"SS","c",20,1,"446","other","SOSS"
"1177","EC",24031,"SS","d",20,1,"354","other","SOSS"
"1178","EC",24032,"SO","c",11,1,"351","other","SOSS"
"1179","EC",24032,"SO","d",11,1,"533","other","SOSS"
"1180","EC",24032,"SO","c",12,1,"277","other","SOSS"
"1181","EC",24032,"SO","d",12,1,"410","other","SOSS"
"1182","EC",24032,"SO","c",13,0,"372","other","SOSS"
"1183","EC",24032,"SO","d",13,0,"2493","other","SOSS"
"1184","EC",24032,"SO","c",14,1,"116","other","SOSS"
"1185","EC",24032,"SO","d",14,1,"158","other","SOSS"
"1186","EC",24032,"SO","c",15,1,"1915","other","SOSS"
"1187","EC",24032,"SO","d",15,1,"582","other","SOSS"
"1188","EC",24032,"SO","c",16,1,"135","other","SOSS"
"1189","EC",24032,"SO","d",16,1,"33","other","SOSS"
"1190","EC",24032,"SO","c",17,1,"472","other","SOSS"
"1191","EC",24032,"SO","d",17,1,"561","other","SOSS"
"1192","EC",24032,"SO","c",18,1,"173","other","SOSS"
"1193","EC",24032,"SO","d",18,1,"318","other","SOSS"
"1194","EC",24032,"SO","c",19,1,"364","other","SOSS"
"1195","EC",24032,"SO","d",19,1,"333","other","SOSS"
"1196","EC",24032,"SO","c",20,1,"189","other","SOSS"
"1197","EC",24032,"SO","d",20,1,"682","other","SOSS"
"1198","EC",24032,"SS","c",11,1,"415","other","SOSS"
"1199","EC",24032,"SS","d",11,1,"234","other","SOSS"
"1200","EC",24032,"SS","c",12,1,"93","other","SOSS"
"1201","EC",24032,"SS","d",12,1,"145","other","SOSS"
"1202","EC",24032,"SS","c",13,1,"489","other","SOSS"
"1203","EC",24032,"SS","d",13,1,"2140","other","SOSS"
"1204","EC",24032,"SS","c",14,1,"303","other","SOSS"
"1205","EC",24032,"SS","d",14,1,"132","other","SOSS"
"1206","EC",24032,"SS","c",15,1,"147","other","SOSS"
"1207","EC",24032,"SS","d",15,1,"91","other","SOSS"
"1208","EC",24032,"SS","c",16,1,"131","other","SOSS"
"1209","EC",24032,"SS","d",16,1,"201","other","SOSS"
"1210","EC",24032,"SS","c",17,1,"337","other","SOSS"
"1211","EC",24032,"SS","d",17,1,"209","other","SOSS"
"1212","EC",24032,"SS","c",18,1,"210","other","SOSS"
"1213","EC",24032,"SS","d",18,1,"404","other","SOSS"
"1214","EC",24032,"SS","c",19,1,"415","other","SOSS"
"1215","EC",24032,"SS","d",19,1,"468","other","SOSS"
"1216","EC",24032,"SS","c",20,1,"182","other","SOSS"
"1217","EC",24032,"SS","d",20,1,"99","other","SOSS"
"1218","EC",24033,"SO","c",11,1,"1014","other","SOSS"
"1219","EC",24033,"SO","d",11,1,"309","other","SOSS"
"1220","EC",24033,"SO","c",12,1,"308","other","SOSS"
"1221","EC",24033,"SO","d",12,1,"323","other","SOSS"
"1222","EC",24033,"SO","c",13,1,"205","other","SOSS"
"1223","EC",24033,"SO","d",13,1,"309","other","SOSS"
"1224","EC",24033,"SO","c",14,1,"357","other","SOSS"
"1225","EC",24033,"SO","d",14,1,"349","other","SOSS"
"1226","EC",24033,"SO","c",15,1,"411","other","SOSS"
"1227","EC",24033,"SO","d",15,1,"431","other","SOSS"
"1228","EC",24033,"SO","c",16,1,"254","other","SOSS"
"1229","EC",24033,"SO","d",16,1,"241","other","SOSS"
"1230","EC",24033,"SO","c",17,1,"385","other","SOSS"
"1231","EC",24033,"SO","d",17,1,"305","other","SOSS"
"1232","EC",24033,"SO","c",18,1,"125","other","SOSS"
"1233","EC",24033,"SO","d",18,1,"854","other","SOSS"
"1234","EC",24033,"SO","c",19,1,"221","other","SOSS"
"1235","EC",24033,"SO","d",19,1,"333","other","SOSS"
"1236","EC",24033,"SO","c",20,1,"405","other","SOSS"
"1237","EC",24033,"SO","d",20,1,"898","other","SOSS"
"1238","EC",24033,"SS","c",11,1,"79","other","SOSS"
"1239","EC",24033,"SS","d",11,1,"188","other","SOSS"
"1240","EC",24033,"SS","c",12,1,"124","other","SOSS"
"1241","EC",24033,"SS","d",12,1,"129","other","SOSS"
"1242","EC",24033,"SS","c",13,1,"385","other","SOSS"
"1243","EC",24033,"SS","d",13,1,"155","other","SOSS"
"1244","EC",24033,"SS","c",14,1,"231","other","SOSS"
"1245","EC",24033,"SS","d",14,1,"725","other","SOSS"
"1246","EC",24033,"SS","c",15,1,"307","other","SOSS"
"1247","EC",24033,"SS","d",15,1,"139","other","SOSS"
"1248","EC",24033,"SS","c",16,1,"275","other","SOSS"
"1249","EC",24033,"SS","d",16,1,"257","other","SOSS"
"1250","EC",24033,"SS","c",17,1,"297","other","SOSS"
"1251","EC",24033,"SS","d",17,1,"322","other","SOSS"
"1252","EC",24033,"SS","c",18,1,"306","other","SOSS"
"1253","EC",24033,"SS","d",18,1,"277","other","SOSS"
"1254","EC",24033,"SS","c",19,1,"159","other","SOSS"
"1255","EC",24033,"SS","d",19,1,"461","other","SOSS"
"1256","EC",24033,"SS","c",20,1,"191","other","SOSS"
"1257","EC",24033,"SS","d",20,1,"275","other","SOSS"
"1258","EC",24034,"SO","c",11,1,"247","other","SOSS"
"1259","EC",24034,"SO","d",11,1,"125","other","SOSS"
"1260","EC",24034,"SO","c",12,1,"509","other","SOSS"
"1261","EC",24034,"SO","d",12,1,"514","other","SOSS"
"1262","EC",24034,"SO","c",13,1,"69","other","SOSS"
"1263","EC",24034,"SO","d",13,1,"444","other","SOSS"
"1264","EC",24034,"SO","c",14,1,"293","other","SOSS"
"1265","EC",24034,"SO","d",14,1,"2014","other","SOSS"
"1266","EC",24034,"SO","c",15,1,"123","other","SOSS"
"1267","EC",24034,"SO","d",15,1,"80","other","SOSS"
"1268","EC",24034,"SO","c",16,1,"15","other","SOSS"
"1269","EC",24034,"SO","d",16,1,"73","other","SOSS"
"1270","EC",24034,"SO","c",17,1,"50","other","SOSS"
"1271","EC",24034,"SO","d",17,1,"337","other","SOSS"
"1272","EC",24034,"SO","c",18,1,"757","other","SOSS"
"1273","EC",24034,"SO","d",18,1,"1222","other","SOSS"
"1274","EC",24034,"SO","c",19,1,"213","other","SOSS"
"1275","EC",24034,"SO","d",19,1,"5","other","SOSS"
"1276","EC",24034,"SO","c",20,1,"237","other","SOSS"
"1277","EC",24034,"SO","d",20,1,"1778","other","SOSS"
"1278","EC",24034,"SS","c",11,1,"79","other","SOSS"
"1279","EC",24034,"SS","d",11,1,"19","other","SOSS"
"1280","EC",24034,"SS","c",12,1,"501","other","SOSS"
"1281","EC",24034,"SS","d",12,1,"1","other","SOSS"
"1282","EC",24034,"SS","c",13,1,"377","other","SOSS"
"1283","EC",24034,"SS","d",13,1,"314","other","SOSS"
"1284","EC",24034,"SS","c",14,1,"152","other","SOSS"
"1285","EC",24034,"SS","d",14,1,"388","other","SOSS"
"1286","EC",24034,"SS","c",15,1,"274","other","SOSS"
"1287","EC",24034,"SS","d",15,1,"1811","other","SOSS"
"1288","EC",24034,"SS","c",16,1,"244","other","SOSS"
"1289","EC",24034,"SS","d",16,1,"113","other","SOSS"
"1290","EC",24034,"SS","c",17,1,"321","other","SOSS"
"1291","EC",24034,"SS","d",17,1,"72","other","SOSS"
"1292","EC",24034,"SS","c",18,1,"59","other","SOSS"
"1293","EC",24034,"SS","d",18,1,"5","other","SOSS"
"1294","EC",24034,"SS","c",19,1,"535","other","SOSS"
"1295","EC",24034,"SS","d",19,1,"877","other","SOSS"
"1296","EC",24034,"SS","c",20,1,"15","other","SOSS"
"1297","EC",24034,"SS","d",20,1,"538","other","SOSS"
"1298","EC",24035,"SO","c",11,1,"894","other","SOSS"
"1299","EC",24035,"SO","d",11,1,"1172","other","SOSS"
"1300","EC",24035,"SO","c",12,1,"716","other","SOSS"
"1301","EC",24035,"SO","d",12,1,"850","other","SOSS"
"1302","EC",24035,"SO","c",13,0,"2891","other","SOSS"
"1303","EC",24035,"SO","d",13,0,"1435","other","SOSS"
"1304","EC",24035,"SO","c",14,1,"1268","other","SOSS"
"1305","EC",24035,"SO","d",14,1,"1100","other","SOSS"
"1306","EC",24035,"SO","c",15,1,"1546","other","SOSS"
"1307","EC",24035,"SO","d",15,1,"678","other","SOSS"
"1308","EC",24035,"SO","c",16,1,"1790","other","SOSS"
"1309","EC",24035,"SO","d",16,1,"1696","other","SOSS"
"1310","EC",24035,"SO","c",17,1,"1287","other","SOSS"
"1311","EC",24035,"SO","d",17,1,"1384","other","SOSS"
"1312","EC",24035,"SO","c",18,1,"1124","other","SOSS"
"1313","EC",24035,"SO","d",18,1,"997","other","SOSS"
"1314","EC",24035,"SO","c",19,1,"979","other","SOSS"
"1315","EC",24035,"SO","d",19,1,"1546","other","SOSS"
"1316","EC",24035,"SO","c",20,1,"1500","other","SOSS"
"1317","EC",24035,"SO","d",20,1,"1130","other","SOSS"
"1318","EC",24035,"SS","c",11,1,"693","other","SOSS"
"1319","EC",24035,"SS","d",11,1,"832","other","SOSS"
"1320","EC",24035,"SS","c",12,1,"459","other","SOSS"
"1321","EC",24035,"SS","d",12,1,"943","other","SOSS"
"1322","EC",24035,"SS","c",13,1,"1639","other","SOSS"
"1323","EC",24035,"SS","d",13,1,"2665","other","SOSS"
"1324","EC",24035,"SS","c",14,1,"2076","other","SOSS"
"1325","EC",24035,"SS","d",14,1,"1267","other","SOSS"
"1326","EC",24035,"SS","c",15,1,"513","other","SOSS"
"1327","EC",24035,"SS","d",15,1,"352","other","SOSS"
"1328","EC",24035,"SS","c",16,1,"441","other","SOSS"
"1329","EC",24035,"SS","d",16,1,"383","other","SOSS"
"1330","EC",24035,"SS","c",17,1,"735","other","SOSS"
"1331","EC",24035,"SS","d",17,1,"751","other","SOSS"
"1332","EC",24035,"SS","c",18,1,"1729","other","SOSS"
"1333","EC",24035,"SS","d",18,1,"4371","other","SOSS"
